DESeq2 analysis results,,,,,,,,,,
Transcript,Gene Symbol,Name,Entrez ID,baseMean,DESeq2 Log2 Fold Change,lfcSE,stat,pvalue,padj,Log2 Fold Change (Tumor/Non-malignant)
TRHR.7201,TRHR,Thyrotropin-releasing hormone receptor ,7201,0.074614552,0.186085626,0.576188361,0.32295971,0.746725755,NA,0.172702086
CCT3.7203,CCT3,T-complex protein 1 subunit gamma ,7203,15427.28103,0.568836815,0.065338473,8.7060011,3.15E-18,4.56E-17,0.36837705
TRIO.7204,TRIO,Triple functional domain protein ,7204,2731.889998,0.031257311,0.112888831,0.27688577,0.78186782,0.818492469,-0.094908998
TRIP6.7205,TRIP6,Thyroid receptor-interacting protein 6 ,7205,1980.459464,-1.011846627,0.118875464,-8.511820655,1.71E-17,2.23E-16,-1.250601741
TRO.7216,TRO,Trophinin ,7216,269.6130571,-1.259054298,0.146926616,-8.569273127,1.04E-17,1.41E-16,-1.539202835
TRPC1.7220,TRPC1,Short transient receptor potential channel 1 ,7220,296.1117415,-1.162998876,0.133383125,-8.7192355,2.8E-18,4.09E-17,-1.380483938
TRPC2.7221,,,7221,1.549368914,-0.513757938,0.277475158,-1.851545709,0.064091085,0.090584593,-0.623906454
TRPC3.7222,TRPC3,Short transient receptor potential channel 3 ,7222,9.571974882,-1.830540786,0.196816552,-9.300746154,1.39E-20,2.83E-19,-2.083478649
TRPC4.7223,TRPC4,Short transient receptor potential channel 4 ,7223,248.5695804,-1.158697949,0.161226862,-7.186754951,6.63E-13,4.62E-12,-1.359486371
TRPC5.7224,TRPC5,Short transient receptor potential channel 5 ,7224,0.677619303,-1.079912705,0.380007799,-2.841817215,0.00448572,0.007869035,-4.466492726
TRPC6.7225,TRPC6,Short transient receptor potential channel 6 ,7225,138.6461406,-1.667551833,0.167155965,-9.976023495,1.94E-23,6.01E-22,-1.844330915
TRPM2.7226,TRPM2,Transient receptor potential cation channel subfamily M member 2 ,7226,576.6919936,1.529447225,0.22536331,6.786584851,1.15E-11,6.74E-11,1.340850927
TRPS1.7227,TRPS1,Zinc finger transcription factor Trps1 ,7227,1360.554503,-0.704298855,0.107383816,-6.558705753,5.43E-11,2.92E-10,-0.859849779
TSN.7247,TSN,Translin ,7247,3246.94901,-0.220634229,0.048427261,-4.555992353,0.00000521,0.0000145,-0.404693579
TSC1.7248,TSC1,Hamartin ,7248,1876.443394,0.075016392,0.055641786,1.34820245,0.177593277,0.225588273,-0.090457206
TSC2.7249,TSC2,Tuberin ,7249,4703.756776,-0.006189348,0.06175429,-0.100225386,0.920165392,0.933734158,-0.126011002
TSG101.7251,TSG101,Tumor susceptibility gene 101 protein ,7251,3551.419462,0.218471694,0.041076073,5.318709352,0.000000105,0.000000367,0.014809418
TSHB.7252,TSHB,Thyrotropin subunit beta ,7252,0.269384336,-0.535811699,0.421529553,-1.27111301,0.203688448,0.254593924,-0.836068124
TSHR.7253,TSHR,Thyrotropin receptor ,7253,8.344108017,-0.75215274,0.235562508,-3.193007015,0.001407995,0.002687582,-2.740920079
TSNAX.7257,TSNAX,Translin-associated protein X ,7257,2223.241885,-0.114123102,0.053991548,-2.113721614,0.034539051,0.05155927,-0.30519001
TSPYL1.7259,TSPYL1,Testis-specific Y-encoded-like protein 1 ,7259,8876.592941,-0.33379191,0.071604172,-4.661626567,0.00000314,0.00000901,-0.480687757
TSSC1.7260,TSSC1,Protein TSSC1 ,7260,1162.70814,0.38671346,0.059248325,6.526993913,6.71E-11,3.57E-10,0.15455269
PHLDA2.7262,PHLDA2,Pleckstrin homology-like domain family A member 2 ,7262,700.9542446,-0.027781874,0.166149957,-0.167209638,0.867205101,0.890938573,-0.337191736
TST.7263,TST,Thiosulfate sulfurtransferase ,7263,2647.278322,0.550865221,0.124001889,4.442393782,0.0000089,0.0000239,0.295796548
TSTA3.7264,TSTA3,GDP-L-fucose synthase ,7264,5661.843013,0.846994295,0.106320279,7.966441622,1.63E-15,1.62E-14,0.638898415
TTC1.7265,TTC1,Tetratricopeptide repeat protein 1 ,7265,2322.147667,0.045431261,0.056700683,0.801247147,0.422988582,0.484624278,-0.177762885
DNAJC7.7266,DNAJC7,DnaJ homolog subfamily C member 7 ,7266,3771.863913,0.422811921,0.067488425,6.264954591,3.73E-10,1.82E-09,0.205896952
TTC3.7267,TTC3,E3 ubiquitin-protein ligase TTC3 ,7267,15606.55098,0.098738886,0.051873106,1.903469708,0.056979283,0.081350375,-0.064011896
TTC4.7268,TTC4,Tetratricopeptide repeat protein 4 ,7268,1100.047927,0.051832748,0.038787119,1.33633919,0.181438433,0.229892517,-0.168176626
TTF1.7270,TTF1,Transcription termination factor 1 ,7270,817.0663441,-0.056557108,0.039941355,-1.416003724,0.156774414,0.202217959,-0.231976251
TTK.7272,TTK,Dual specificity protein kinase TTK ,7272,154.9070833,1.206349492,0.180465554,6.684652375,2.31E-11,1.3E-10,1.029600014
TTN.7273,TTN,Titin ,7273,573.809966,0.112712134,0.228983242,0.492228747,0.622557644,0.676562389,-0.720207781
TTPA.7274,TTPA,Alpha-tocopherol transfer protein ,7274,1.305279036,-0.403416997,0.255961226,-1.576086358,0.115005903,0.153732298,-0.59014214
TUB.7275,TUB,Tubby protein homolog,7275,900.3378465,-0.354607863,0.107516726,-3.29816463,0.000973191,0.001908667,-0.529285767
TTR.7276,TTR,Transthyretin ,7276,85.38545096,1.808044509,0.297648008,6.074438472,1.24E-09,5.65E-09,2.284761668
TUBA4A.7277,TUBA4A,Tubulin alpha-4A chain ,7277,1877.722718,-1.082189398,0.122389387,-8.842183347,9.39E-19,1.47E-17,-1.250016883
TUBA3C.7278,TUBA3C,Tubulin alpha-3C/D chain ,7278,19.08709504,-0.960987578,0.237295539,-4.049749863,0.0000513,0.000122835,-1.264915728
TUBB2A.7280,TUBB2A,Tubulin beta-2A chain ,7280,4273.255389,1.387882511,0.14350868,9.671070132,4E-22,1.06E-20,1.178146495
TUBG1.7283,TUBG1,Tubulin gamma-1 chain ,7283,2164.660576,0.251537161,0.067997571,3.699208052,0.000216273,0.000467464,0.053787862
TUFM.7284,TUFM,"Elongation factor Tu, mitochondrial ",7284,10390.64685,0.36357838,0.064276367,5.656486157,1.55E-08,6.11E-08,0.158902769
TUFT1.7286,TUFT1,Tuftelin,7286,1481.644994,0.174294293,0.067896657,2.567052642,0.010256704,0.01688706,0.005677279
TULP1.7287,TULP1,Tubby-related protein 1 ,7287,19.09649153,-0.916972564,0.206025083,-4.450781193,0.00000856,0.0000231,-1.264180889
TULP2.7288,TULP2,Tubby-related protein 2 ,7288,2.581470936,-1.52715263,0.238678587,-6.398364632,1.57E-10,8.02E-10,-1.80702139
TULP3.7289,TULP3,Tubby-related protein 3 ,7289,1073.366769,-0.196050693,0.047531367,-4.124659224,0.0000371,0.0000909,-0.355903872
HIRA.7290,HIRA,Protein HIRA ,7290,1779.605753,0.238645026,0.05690598,4.193672157,0.0000274,0.0000685,0.081527203
TWIST1.7291,TWIST1,Twist-related protein 1 ,7291,432.0385058,1.986130885,0.195345262,10.16728465,2.78E-24,9.71E-23,1.869305286
TNFSF4.7292,TNFSF4,Tumor necrosis factor ligand superfamily member 4 ,7292,192.3455957,0.007735587,0.117996419,0.065557815,0.947729876,0.956732059,-0.214268267
TNFRSF4.7293,TNFRSF4,Tumor necrosis factor receptor superfamily member 4 ,7293,63.24266388,0.508815,0.193167395,2.634062541,0.008436995,0.014089891,0.149930778
TXK.7294,TXK,Tyrosine-protein kinase TXK ,7294,16.648187,0.147764604,0.156298418,0.945400509,0.344454442,0.404630376,-0.020044989
TXN.7295,TXN,Thioredoxin ,7295,6396.686799,0.931063467,0.101261426,9.194650904,3.76E-20,7.26E-19,0.654375494
TXNRD1.7296,TXNRD1,"Thioredoxin reductase 1, cytoplasmic ",7296,4045.877572,-0.369962296,0.083072419,-4.453491313,0.00000845,0.0000228,-0.49491412
TYK2.7297,TYK2,Non-receptor tyrosine-protein kinase TYK2 ,7297,2962.519425,0.395048968,0.046126486,8.564471342,1.09E-17,1.46E-16,0.219359479
TYMS.7298,TYMS,Thymidylate synthase ,7298,349.9061992,0.036787068,0.126775115,0.290175784,0.771681761,0.809912332,-0.233605414
TYR.7299,TYR,Tyrosinase ,7299,0.324996072,0.021231621,0.578526175,0.0366995,0.970724607,0.97618471,-1.047687982
TYRO3.7301,TYRO3,Tyrosine-protein kinase receptor TYRO3 ,7301,503.9006984,-0.110738902,0.088975458,-1.244600522,0.213278628,0.265384426,-0.293869203
TYROBP.7305,TYROBP,TYRO protein tyrosine kinase-binding protein ,7305,804.3126524,0.313044378,0.137622227,2.274664376,0.022926071,0.035464541,0.015199424
TYRP1.7306,TYRP1,"5,6-dihydroxyindole-2-carboxylic acid oxidase ",7306,28.32747182,0.9402494,0.283793023,3.313151928,0.000922509,0.001814849,1.01735555
U2AF1.7307,U2AF1,Splicing factor U2AF 35 kDa subunit ,7307,3574.218209,0.344060216,0.072001435,4.778518834,0.00000177,0.00000526,0.111601008
UBA52.7311,UBA52,Ubiquitin-60S ribosomal protein L40 ,7311,25226.52236,0.57278067,0.096350102,5.944785299,2.77E-09,0.000000012,0.282761219
UBB.7314,UBB,Polyubiquitin-B [Cleaved into: Ubiquitin],7314,40953.15195,0.113269491,0.065614328,1.726292016,0.084294891,0.116120203,-0.109198006
UBC.7316,UBC,Polyubiquitin-C [Cleaved into: Ubiquitin],7316,66167.81512,-0.218580271,0.074764596,-2.923579916,0.003460314,0.006177287,-0.416879084
UBA1.7317,UBA1,Ubiquitin-like modifier-activating enzyme 1 ,7317,18334.32031,0.25149521,0.04719497,5.328856186,9.88E-08,0.000000348,0.088849604
UBA7.7318,UBA7,Ubiquitin-like modifier-activating enzyme 7 ,7318,1778.988556,-0.38748224,0.109366344,-3.542975155,0.00039564,0.000822493,-0.612483671
UBE2A.7319,UBE2A,Ubiquitin-conjugating enzyme E2 A ,7319,2408.693281,-0.068722146,0.04329437,-1.587322903,0.112439531,0.150581426,-0.267425392
UBE2B.7320,UBE2B,Ubiquitin-conjugating enzyme E2 B ,7320,2794.069561,0.004428429,0.060427569,0.073284905,0.941579404,0.951858175,-0.233062314
UBE2D1.7321,UBE2D1,Ubiquitin-conjugating enzyme E2 D1 ,7321,867.3110696,0.031623622,0.073938045,0.427704328,0.668866398,0.718924273,-0.173673206
UBE2D2.7322,UBE2D2,Ubiquitin-conjugating enzyme E2 D2 ,7322,3631.857606,0.056161773,0.041034274,1.36865522,0.171107074,0.2183787,-0.137019762
UBE2D3.7323,UBE2D3,Ubiquitin-conjugating enzyme E2 D3 ,7323,10787.63883,-0.073791199,0.033473122,-2.204491128,0.027489823,0.041856122,-0.272471154
UBE2E1.7324,UBE2E1,Ubiquitin-conjugating enzyme E2 E1 ,7324,3570.021752,0.282415164,0.055247403,5.111826953,0.000000319,0.00000105,0.061277915
UBE2E2.7325,UBE2E2,Ubiquitin-conjugating enzyme E2 E2 ,7325,1465.782879,0.467060424,0.073768606,6.331425332,2.43E-10,1.21E-09,0.228909231
UBE2G1.7326,UBE2G1,Ubiquitin-conjugating enzyme E2 G1 ,7326,3521.64714,0.2155673,0.059921961,3.597467367,0.000321331,0.000677362,0.041407765
UBE2G2.7327,UBE2G2,Ubiquitin-conjugating enzyme E2 G2 ,7327,3674.585582,0.051742708,0.046416624,1.114745172,0.264959638,0.321453442,-0.15635436
UBE2H.7328,UBE2H,Ubiquitin-conjugating enzyme E2 H ,7328,3428.348481,0.129080545,0.068571881,1.882412187,0.059780072,0.08500997,-0.001547521
UBE2I.7329,UBE2I,SUMO-conjugating enzyme UBC9 ,7329,4066.113588,0.29169003,0.05607282,5.201986074,0.000000197,0.000000667,0.080332968
UBE2L3.7332,UBE2L3,Ubiquitin-conjugating enzyme E2 L3 ,7332,5415.569372,0.109702206,0.058998564,1.859404696,0.062969797,0.08918429,-0.116651602
UBE2N.7334,UBE2N,Ubiquitin-conjugating enzyme E2 N ,7334,5803.504191,0.281063889,0.05965842,4.711219098,0.00000246,0.00000717,0.068032052
UBE2V1.7335,UBE2V1,Ubiquitin-conjugating enzyme E2 variant 1 ,7335,6457.708043,0.203791104,0.044842343,4.544613149,0.0000055,0.0000153,0.007480638
UBE2V2.7336,UBE2V2,Ubiquitin-conjugating enzyme E2 variant 2 ,7336,1833.195221,0.122047221,0.068364465,1.785243567,0.074221818,0.103443347,-0.099696755
UBE3A.7337,UBE3A,Ubiquitin-protein ligase E3A ,7337,4031.809231,-0.130220241,0.050748687,-2.565982453,0.010288403,0.01692614,-0.287124797
SUMO1.7341,SUMO1,Small ubiquitin-related modifier 1 ,7341,5013.215859,0.142398812,0.055741715,2.55461841,0.010630427,0.017443821,-0.088304297
UBP1.7342,UBP1,Upstream-binding protein 1 ,7342,3277.997432,-0.326768217,0.042319317,-7.721490817,1.15E-14,1.02E-13,-0.477837778
UBTF.7343,UBTF,Nucleolar transcription factor 1 ,7343,8118.016714,0.134860892,0.044288471,3.045056382,0.002326367,0.004282467,-0.048863058
UCHL1.7345,UCHL1,Ubiquitin carboxyl-terminal hydrolase isozyme L1 ,7345,435.2036897,-0.844664659,0.184292536,-4.583281991,0.00000458,0.0000128,-1.035610614
UCHL3.7347,UCHL3,Ubiquitin carboxyl-terminal hydrolase isozyme L3 ,7347,836.2697322,0.250523136,0.083308415,3.007176845,0.002636863,0.004807318,0.000628421
UPK1B.7348,UPK1B,Uroplakin-1b ,7348,4.671443916,-2.776618472,0.397876077,-6.978601202,2.98E-12,1.9E-11,-4.0482971
UCN.7349,UCN,Urocortin,7349,31.03319553,2.606005982,0.21712682,12.00222974,3.46E-33,4.24E-31,2.321375241
UCP1.7350,UCP1,Mitochondrial brown fat uncoupling protein 1 ,7350,0.483771211,0.512749925,0.419801974,1.221409037,0.221931187,0.274792467,0.412652879
UCP2.7351,UCP2,Mitochondrial uncoupling protein 2 ,7351,1837.032306,-0.69104305,0.161920169,-4.267800943,0.0000197,0.0000503,-0.740879152
UCP3.7352,UCP3,Mitochondrial uncoupling protein 3 ,7352,45.1303619,0.525791853,0.132117513,3.979728648,0.000069,0.000161806,0.345514975
UFD1L.7353,UFD1L,Ubiquitin fusion degradation protein 1 homolog ,7353,2822.540108,0.352545301,0.063016433,5.594497855,2.21E-08,8.55E-08,0.10797011
SLC35A2.7355,SLC35A2,UDP-galactose translocator ,7355,2292.63328,0.404121841,0.061683148,6.551576179,5.69E-11,3.05E-10,0.244179916
SCGB1A1.7356,SCGB1A1,Uteroglobin ,7356,884.83965,-2.816730093,0.315198597,-8.936366224,4.02E-19,6.64E-18,-3.305008801
UGCG.7357,UGCG,Ceramide glucosyltransferase ,7357,462.1099902,-0.388123879,0.167527706,-2.316774269,0.020516031,0.032004541,-0.54230756
UGDH.7358,UGDH,UDP-glucose 6-dehydrogenase ,7358,6397.195183,0.489928089,0.128045476,3.826203828,0.000130135,0.000291201,0.308329778
UGP2.7360,UGP2,UTP--glucose-1-phosphate uridylyltransferase ,7360,3876.079659,-0.296659543,0.05043834,-5.881627849,4.06E-09,1.72E-08,-0.490938444
UGT2B4.7363,UGT2B4,UDP-glucuronosyltransferase 2B4 ,7363,194.9455692,3.621660011,0.326705438,11.08539862,1.48E-28,9.48E-27,2.267008223
UGT2B7.7364,UGT2B7,UDP-glucuronosyltransferase 2B7 ,7364,23.84861166,-4.069935491,0.43237285,-9.413022797,4.82E-21,1.06E-19,-4.678335275
UGT2B10.7365,UGT2B10,UDP-glucuronosyltransferase 2B10 ,7365,1.953726536,0.634053551,0.463791454,1.367109173,0.171591089,0.218908804,-2.092703224
UGT2B15.7366,UGT2B15,UDP-glucuronosyltransferase 2B15 ,7366,46.70062966,0.385370514,0.319933679,1.204532498,0.228383829,0.281888035,-1.499125578
UGT8.7368,UGT8,2-hydroxyacylsphingosine 1-beta-galactosyltransferase ,7368,17.05179008,-1.589592025,0.2040152,-7.791537209,6.62E-15,6.06E-14,-1.753709111
UMOD.7369,UMOD,Uromodulin ,7369,7.498791978,0.508948032,0.262600696,1.938106179,0.05261027,0.075643327,0.34435166
UCK2.7371,UCK2,Uridine-cytidine kinase 2 ,7371,792.587432,0.770641785,0.090896283,8.478254096,2.29E-17,2.94E-16,0.605970045
UMPS.7372,UMPS,Uridine 5'-monophosphate synthase ,7372,1294.364741,0.300841136,0.052617514,5.717509554,1.08E-08,4.36E-08,0.088384803
COL14A1.7373,COL14A1,Collagen alpha-1(XIV) chain ,7373,3209.489983,-0.915591235,0.191077252,-4.791733315,0.00000165,0.00000495,-1.168104746
UNG.7374,UNG,Uracil-DNA glycosylase ,7374,1767.135732,-0.078720023,0.056881554,-1.383928834,0.166380247,0.213085233,-0.237955836
USP4.7375,USP4,Ubiquitin carboxyl-terminal hydrolase 4 ,7375,2693.343792,-0.174295484,0.045894227,-3.797764911,0.000146007,0.000324252,-0.34559895
NR1H2.7376,NR1H2,Oxysterols receptor LXR-beta ,7376,4605.969339,-0.122116192,0.057917856,-2.108437727,0.034993144,0.052143546,-0.326873313
UPP1.7378,UPP1,Uridine phosphorylase 1 ,7378,267.2435519,-0.137805017,0.125766288,-1.095723024,0.273200004,0.330319559,-0.391271475
UPK2.7379,UPK2,Uroplakin-2 ,7379,20.44023269,-2.076181553,0.235993808,-8.797610297,1.4E-18,2.14E-17,-2.45749682
UPK3A.7380,UPK3A,Uroplakin-3a ,7380,1768.967458,0.07426172,0.214298473,0.346534061,0.728941391,0.772813612,-0.168238346
UQCRB.7381,UQCRB,Cytochrome b-c1 complex subunit 7 ,7381,9931.638252,0.523471933,0.104055907,5.030679623,0.000000489,0.00000157,0.243283037
UQCRC1.7384,UQCRC1,"Cytochrome b-c1 complex subunit 1, mitochondrial ",7384,8546.368224,0.175898753,0.072641757,2.421455096,0.015458511,0.02469489,-0.051769171
UQCRC2.7385,UQCRC2,"Cytochrome b-c1 complex subunit 2, mitochondrial ",7385,7260.317081,-0.10897016,0.046833371,-2.326763096,0.019977878,0.03124657,-0.295363708
UQCRFS1.7386,UQCRFS1,"Cytochrome b-c1 complex subunit Rieske, mitochondrial ",7386,3655.848521,0.191863824,0.07086672,2.707389628,0.006781462,0.011537652,-0.039484508
UQCRH.7388,UQCRH,"Cytochrome b-c1 complex subunit 6, mitochondrial ",7388,5347.896021,0.469933614,0.087191328,5.389682981,7.06E-08,0.000000255,0.226736253
UROD.7389,UROD,Uroporphyrinogen decarboxylase ,7389,2731.00901,0.010432864,0.073310207,0.142311203,0.886834198,0.906519268,-0.244511058
UROS.7390,UROS,Uroporphyrinogen-III synthase ,7390,1635.49027,0.299466701,0.076754312,3.901627061,0.0000955,0.00021885,0.056264403
USF1.7391,USF1,Upstream stimulatory factor 1 ,7391,1626.450529,0.078596148,0.068415296,1.148809596,0.250634502,0.306210117,-0.1535218
USF2.7392,USF2,Upstream stimulatory factor 2 ,7392,5412.367599,0.343325997,0.05794243,5.925295076,3.12E-09,1.34E-08,0.13955694
USP1.7398,USP1,Ubiquitin carboxyl-terminal hydrolase 1 ,7398,1919.97574,-0.144840985,0.052324586,-2.7681248,0.005637986,0.009719264,-0.314559737
USH2A.7399,USH2A,Usherin ,7399,8.320072482,0.621810347,0.142586735,4.360927026,0.000013,0.0000339,1.111734069
CLRN1.7401,CLRN1,Clarin-1 ,7401,0.105568496,0.600707738,0.576085343,1.042740882,0.297068318,NA,1.073166413
UTRN.7402,UTRN,Utrophin ,7402,11827.1014,0.329950926,0.110545841,2.984743,0.002838167,0.005141976,0.182169383
KDM6A.7403,KDM6A,Lysine-specific demethylase 6A ,7403,1515.961738,0.108443759,0.10066497,1.077274043,0.281357855,0.338954566,-0.007999836
UTY.7404,UTY,Histone demethylase UTY ,7404,1100.072423,-0.409261794,0.079794956,-5.1289181,0.000000291,0.000000963,-0.582384972
UVRAG.7405,UVRAG,UV radiation resistance-associated gene protein ,7405,1191.003206,-0.16795723,0.057081542,-2.942408795,0.003256697,0.005837217,-0.339139556
VARS.7407,VARS,Valine--tRNA ligase ,7407,3987.520845,0.659801889,0.069513314,9.491734103,2.27E-21,5.23E-20,0.478923527
VASP.7408,VASP,Vasodilator-stimulated phosphoprotein ,7408,4941.918267,-0.11433113,0.071532309,-1.598314551,0.109972991,0.147540733,-0.321244477
VAV1.7409,VAV1,Proto-oncogene vav,7409,220.7853884,-0.610244478,0.158871533,-3.841119093,0.000122475,0.000275284,-0.850807471
VAV2.7410,VAV2,Guanine nucleotide exchange factor VAV2 ,7410,2620.867936,0.786005376,0.069138352,11.36858702,6E-30,4.99E-28,0.608448448
VBP1.7411,VBP1,Prefoldin subunit 3 ,7411,2253.647607,0.185801807,0.052873924,3.514053665,0.000441324,0.000912508,-0.02376974
VCAM1.7412,VCAM1,Vascular cell adhesion protein 1 ,7412,632.5021326,-0.31909924,0.167264281,-1.907754831,0.056422911,0.080604159,-0.56428058
VCL.7414,VCL,Vinculin ,7414,10837.87932,-1.420745316,0.135671693,-10.4719362,1.16E-25,5E-24,-1.586179125
VCP.7415,VCP,Transitional endoplasmic reticulum ATPase ,7415,22730.15971,0.329328411,0.05291057,6.224246122,4.84E-10,2.33E-09,0.161137801
VDAC1.7416,VDAC1,Voltage-dependent anion-selective channel protein 1 ,7416,8803.796104,0.267488826,0.057588738,4.644811345,0.0000034,0.00000973,0.090566285
VDAC2.7417,VDAC2,Voltage-dependent anion-selective channel protein 2 ,7417,3294.345776,0.128340135,0.067367636,1.905071082,0.056770832,0.081081803,-0.091242913
VDAC3.7419,VDAC3,Voltage-dependent anion-selective channel protein 3 ,7419,3409.986474,-0.089807535,0.06730361,-1.334364297,0.182084495,0.230588931,-0.305726799
VDR.7421,VDR,Vitamin D3 receptor ,7421,279.4300248,-0.545934033,0.136940143,-3.98666176,0.000067,0.00015748,-0.636603432
VEGFA.7422,VEGFA,Vascular endothelial growth factor A ,7422,10521.57934,-0.764340114,0.189378018,-4.036055094,0.0000544,0.000129626,-0.962006914
VEGFB.7423,VEGFB,Vascular endothelial growth factor B ,7423,3707.875386,-0.084330191,0.098549242,-0.855716281,0.392154732,0.453910432,-0.269281815
VEGFC.7424,VEGFC,Vascular endothelial growth factor C ,7424,281.1937604,-0.093601597,0.118636096,-0.788980756,0.430123254,0.491718392,-0.311187783
VGF.7425,VGF,Neurosecretory protein VGF [Cleaved into: Neuroendocrine regulatory peptide-1 ,7425,47.18434398,1.435868745,0.230824146,6.220617608,4.95E-10,2.38E-09,1.360106834
VHL.7428,VHL,Von Hippel-Lindau disease tumor suppressor ,7428,1918.94759,0.240430817,0.085423445,2.814576451,0.004884156,0.008516444,0.090322095
VIL1.7429,VIL1,Villin-1,7429,1.009856093,0.373831016,0.385882773,0.968768345,0.332660784,0.392342836,2.641237134
EZR.7430,EZR,Ezrin ,7430,17268.21073,-0.177826103,0.066384311,-2.678736887,0.007390044,0.012478731,-0.338203154
VIM.7431,VIM,Vimentin,7431,19627.674,-0.514058868,0.115955556,-4.433240495,0.00000928,0.0000249,-0.761803542
VIP.7432,VIP,VIP peptides [Cleaved into: Intestinal peptide PHV-42 ,7432,6.841681024,-0.28248568,0.289527264,-0.975679029,0.329223548,0.38872031,0.710433657
VIPR1.7433,VIPR1,Vasoactive intestinal polypeptide receptor 1 ,7433,3619.415677,0.170553286,0.091977285,1.8542979,0.063696552,0.090120187,-0.025020758
VIPR2.7434,VIPR2,Vasoactive intestinal polypeptide receptor 2 ,7434,472.0646397,-0.818980187,0.181595421,-4.509916495,0.00000649,0.0000178,-0.959779891
VLDLR.7436,VLDLR,Very low-density lipoprotein receptor ,7436,1011.432468,0.1945989,0.12985203,1.498620391,0.13397214,0.176058737,0.063657851
BEST1.7439,BEST1,Bestrophin-1 ,7439,71.75169065,-0.806835511,0.109958047,-7.337666792,2.17E-13,1.62E-12,-1.017790542
VPREB1.7441,VPREB1,Immunoglobulin iota chain ,7441,0.05784031,-0.380000039,0.572424133,-0.663843499,0.506790482,NA,-1.511796088
TRPV1.7442,TRPV1,Transient receptor potential cation channel subfamily V member 1 ,7442,414.7595923,0.34023392,0.094305607,3.607780386,0.000308828,0.000652587,0.164464741
